slNo,signal_id,platform_code,datetime,pumpStatus,inletTemp,ctdTemp,longitude,latitude
2385,5fb8f741-a2a7-4545-90a2-0369eca35edf,FA,2020-03-06T15:49:21,1.0,5.15,5.7219999999999995,10.8646,54.9105
2386,99cd876f-44c3-4a37-b01f-19143aabf730,FA,2020-03-06T15:50:21,1.0,5.15,5.721,10.8688,54.9155
2387,9be95294-97dd-45fd-8086-91208dc3d42d,FA,2020-03-06T15:51:21,1.0,5.145,5.724,10.873,54.9207
2388,d9ad2287-0c60-4e49-a08e-31adaa577085,FA,2020-03-06T15:52:21,1.0,5.145,5.725,10.8772,54.9258
2389,0914b48b-610a-4ab6-977b-72f8482ed3cc,FA,2020-03-06T15:53:21,1.0,5.145,5.715,10.8817,54.9308
2390,a5daee88-e8db-472d-a649-1d6508ad245a,FA,2020-03-06T15:54:22,1.0,5.145,5.716,10.887,54.9354
2391,8a92ec84-ff47-492d-9d10-c00e416a1e81,FA,2020-03-06T15:55:22,1.0,5.146,5.71,10.8931,54.9396
2392,e068a7e2-7ac9-417e-8c01-13f37af9091b,FA,2020-03-06T15:56:22,1.0,5.146,5.71,10.9001,54.9433
2393,2054e9bc-dd86-49e2-9220-92a3d435771f,FA,2020-03-06T15:57:22,1.0,5.147,5.705,10.9078,54.9465
2394,dea404bc-9df8-4e3d-94f7-8461f71b57c8,FA,2020-03-06T15:58:22,1.0,5.142,5.709,10.9158,54.9495
2395,37deb7fd-d56a-4748-828e-5711beeac5e7,FA,2020-03-06T15:59:22,1.0,5.139,5.704,10.9242,54.9523
2396,23ee7bab-5de4-4838-a2ac-620dcdb47bd7,FA,2020-03-06T16:00:22,1.0,5.127,5.702,10.9326,54.9549
2397,3950aebb-a65b-4571-b0cf-2bfd9c8550f4,FA,2020-03-06T16:01:22,1.0,5.119,5.694,10.9408,54.9575
2398,372f958f-6af9-44a4-9278-1d675abcd712,FA,2020-03-06T16:02:22,1.0,5.113,5.699,10.9489,54.9602
2399,851f4b65-12ad-466a-a652-96fecc6be611,FA,2020-03-06T16:03:23,1.0,5.106,5.6850000000000005,10.9567,54.9632
2400,23f62986-7b3d-4911-b6cc-8876acce07ef,FA,2020-03-06T16:04:23,1.0,5.108,5.667,10.9639,54.9667
2401,4b0b979d-504e-40b3-9a47-bf5b046a82fd,FA,2020-03-06T16:05:23,1.0,5.106,5.671,10.9701,54.9708
2402,80fb6b5d-ffb1-4b02-9dda-b047c3b48f45,FA,2020-03-06T16:06:23,1.0,5.105,5.666,10.9751,54.9754
2403,e790eaf7-db40-4eb9-aa7c-02def3863c9d,FA,2020-03-06T16:07:23,1.0,5.108,5.677,10.9789,54.9806
2404,a000e501-0480-44f3-8ec2-0d680b18b920,FA,2020-03-06T16:08:23,1.0,5.113,5.674,10.9815,54.9858
2405,a39ef331-b74c-4718-8b3a-4261fd6d39a6,FA,2020-03-06T16:09:23,1.0,5.128,5.672,10.9839,54.9911
2406,85d7fbc9-28e1-4e02-815c-b0f10cd45701,FA,2020-03-06T16:10:23,1.0,5.13,5.678,10.9858,54.9966
2407,d568ed92-d359-47e2-9e79-5cc0fca0e7a5,FA,2020-03-06T16:11:23,1.0,5.129,5.705,10.9878,55.002
2408,9ffcabc8-3a15-4404-ac48-1eef84d1b8fc,FA,2020-03-06T16:12:23,1.0,5.133,5.7,10.9896,55.0075
2409,2f0305cc-93a0-4242-a2a1-0e3fe8338de3,FA,2020-03-06T16:13:24,1.0,5.13,5.689,10.9913,55.0129
2410,b2622808-a3bf-4724-ad36-ff334ccc4d91,FA,2020-03-06T16:14:24,1.0,5.126,5.698,10.993,55.0184
2411,c631f679-e0ec-44bb-928c-9be7a1cd71c2,FA,2020-03-06T16:15:24,1.0,5.123,5.709,10.9947,55.0238
2412,17e0ba94-d21b-4c3d-9c61-707b7f58c7ae,FA,2020-03-06T16:16:24,1.0,5.122,5.711,10.9964,55.0292
2413,86e3d4d7-9c29-4c52-9406-ce4f6f5dfd5d,FA,2020-03-06T16:17:24,1.0,5.126,5.705,10.9986,55.0347
2414,398fac84-f882-44a2-9286-fa6f1bdf3637,FA,2020-03-06T16:18:24,1.0,5.12,5.704,11.0011,55.04
2415,bf7cb490-cb67-4234-9695-d728ecce3065,FA,2020-03-06T16:19:24,1.0,5.117,5.702,11.0036,55.0452
2416,a34fb26e-6bad-413c-9613-8b9449215df5,FA,2020-03-06T16:20:25,1.0,5.11,5.687,11.0066,55.0504
2417,43126b57-3c8c-42d1-ab93-1848379d109b,FA,2020-03-06T16:21:25,1.0,5.105,5.682,11.0099,55.0555
2418,6c90c4fb-303f-4476-a17b-59cd09be958e,FA,2020-03-06T16:22:25,1.0,5.1,5.675,11.0136,55.0605
2419,d37f7d1a-9c56-40f8-9528-545f0778e00b,FA,2020-03-06T16:23:25,1.0,5.088,5.67,11.0174,55.0655
2420,271f2924-aaba-48e1-ac21-b051f1dcc59c,FA,2020-03-06T16:24:25,1.0,5.088,5.667,11.0214,55.0706
2421,e9a46113-1133-4f2b-a02f-a293487db5d8,FA,2020-03-06T16:25:25,1.0,5.072,5.658,11.0251,55.0756
2422,5039b01d-ebd2-416d-9af0-6e54ab3e9ef0,FA,2020-03-06T16:26:25,1.0,5.075,5.668,11.029,55.0808
2423,fe9b289a-590f-450b-9829-299df66d54c9,FA,2020-03-06T16:27:25,1.0,5.075,5.656,11.0328,55.0857
2424,6af5dac2-b34b-417b-86c5-86e9259ba78c,FA,2020-03-06T16:28:25,1.0,5.076,5.639,11.0363,55.0907
2425,fcd4f1a5-9dd7-4f91-97aa-3d6f56a8feb8,FA,2020-03-06T16:29:26,1.0,5.076,5.64,11.039,55.0959
2426,086dd1ca-1299-4b0e-9271-6bfa637ecbd6,FA,2020-03-06T16:30:26,1.0,5.077,5.631,11.0411,55.1012
2427,0c8c7fcd-5941-446d-9a7a-c65f69ef43f8,FA,2020-03-06T16:31:26,1.0,5.08,5.623,11.0422,55.1067
2428,9522b63e-5750-4160-9375-f309dfc7c1a0,FA,2020-03-06T16:32:26,1.0,5.083,5.642,11.0431,55.1122
2429,82d16150-b881-4304-bbc1-4e9ee6e98821,FA,2020-03-06T16:33:26,1.0,5.082,5.643,11.0438,55.1179
2430,4c1fdaf4-1920-4e3d-9e54-0c67089e4c7d,FA,2020-03-06T16:34:26,1.0,5.084,5.6370000000000005,11.0446,55.1235
2431,7ce517fd-9905-44e9-8327-fb8ed99bf7d7,FA,2020-03-06T16:35:26,1.0,5.084,5.643,11.0453,55.129
2432,c749b8ea-74a6-42c4-9176-94055fb4f2f5,FA,2020-03-06T16:36:26,1.0,5.085,5.65,11.0463,55.1346
2433,cf37178a-e989-4e9d-8a3f-aceac727adbd,FA,2020-03-06T16:37:27,1.0,5.085,5.642,11.0476,55.1402
2434,27136b85-c245-4852-8f5b-00d110040a07,FA,2020-03-06T16:38:27,1.0,5.087,5.643,11.0489,55.1458
2435,39c3344e-947d-42ad-ab7d-faac98f59af2,FA,2020-03-06T16:39:27,1.0,5.092,5.6370000000000005,11.0503,55.1514
2436,b5cd1aed-f02b-44a8-9aaf-3d5588f235a9,FA,2020-03-06T16:40:27,1.0,5.097,5.644,11.0523,55.1569
2437,3bc01ee1-93ac-4f24-a8f5-3a33d0b35466,FA,2020-03-06T16:41:27,1.0,5.098,5.641,11.0551,55.1623
2438,b2a6eeb1-1a09-4546-8e82-f6cd87f5b8e5,FA,2020-03-06T16:42:27,1.0,5.096,5.647,11.0589,55.1675
2439,8b104046-2ca4-47ee-b257-c8d87a65d757,FA,2020-03-06T16:43:27,1.0,5.095,5.651,11.0633,55.1723
2440,bc094087-b53f-49c6-b689-7adba6d391df,FA,2020-03-06T16:44:27,1.0,5.089,5.6530000000000005,11.0681,55.1769
2441,2f102ae6-8347-4cd5-b375-815281eb67dc,FA,2020-03-06T16:45:27,1.0,5.087,5.6530000000000005,11.073,55.1814
2442,3b87a0de-fe17-49a8-99fa-0c9ae78b8608,FA,2020-03-06T16:46:28,1.0,5.089,5.651,11.0777,55.1859
2443,8205b5f2-dd15-4477-9471-100fd0d5fe4f,FA,2020-03-06T16:47:28,1.0,5.086,5.623,11.0825,55.1903
2444,422869f5-8434-451d-ab6a-7856347bdf32,FA,2020-03-06T16:48:28,1.0,5.079,5.628,11.0871,55.1947
2445,3ea8735c-1155-44c5-a0be-3f5566c46bf8,FA,2020-03-06T16:49:28,1.0,5.063,5.662,11.0913,55.1995
2446,f77c1fa5-1848-462d-b0a3-04797a1a90d0,FA,2020-03-06T16:50:28,1.0,5.073,5.618,11.0947,55.2044
2447,9b01fb4c-11cf-4d99-a281-e68c917d4a8a,FA,2020-03-06T16:51:28,1.0,5.078,5.5969999999999995,11.0971,55.2096
2448,b7bf570f-0c74-43cb-a429-6f8e0b5f60a3,FA,2020-03-06T16:52:28,1.0,5.084,5.62,11.0986,55.215
2449,66da54db-7cb4-4e0b-ab9f-3ab407c4a857,FA,2020-03-06T16:53:28,1.0,5.086,5.612,11.0991,55.2205
2450,2807da8d-6338-46d2-9d5e-44d847086f91,FA,2020-03-06T16:54:28,1.0,5.096,5.623,11.0991,55.226
2451,d05395b8-a905-4cfd-be40-34ce0c9af7ae,FA,2020-03-06T16:55:29,1.0,5.091,5.622,11.098,55.2315
2452,ad2da2bb-05fd-4bcb-9719-a2e975d70b46,FA,2020-03-06T16:56:29,1.0,5.098,5.627,11.0958,55.2369
2453,2e514335-e8bc-44c6-8830-953f59d9c13e,FA,2020-03-06T16:57:29,1.0,5.097,5.624,11.0925,55.2423
2454,7e54a46b-4734-463f-8b99-5a1a99f59184,FA,2020-03-06T16:58:29,1.0,5.106,5.634,11.0887,55.2475
2455,fd6000b2-0b55-4c6a-ac30-18441890080f,FA,2020-03-06T16:59:29,1.0,5.1,5.632,11.0847,55.2528
2456,5717336e-fe33-41cc-b3d0-c2bede5d7545,FA,2020-03-06T17:00:29,1.0,5.109,5.635,11.0807,55.2582
2457,41930705-3e80-4153-bc4d-2097b1cbe47b,FA,2020-03-06T17:01:29,1.0,5.095,5.64,11.0766,55.2634
2458,9b386c5c-d9d3-4cab-ae27-a654227e112b,FA,2020-03-06T17:02:29,1.0,5.102,5.644,11.0726,55.2687
2459,8c74f5dd-9ccb-4885-8ba5-c86bb17261cb,FA,2020-03-06T17:03:29,1.0,5.096,5.643,11.0685,55.2739
2460,2d02fe73-c27c-4be2-99fe-9966323e62d1,FA,2020-03-06T17:04:30,1.0,5.099,5.631,11.0646,55.2792
2461,7f4a577f-7b6c-4ccf-8475-a8b17244bd67,FA,2020-03-06T17:05:30,1.0,5.099,5.6370000000000005,11.0609,55.2845
2462,3e76c134-c945-4e09-830c-2b5146c7e73b,FA,2020-03-06T17:06:30,1.0,5.096,5.636,11.0571,55.2897
2463,ce0f548f-4b53-467b-b0f0-d763c2e67414,FA,2020-03-06T17:07:30,1.0,5.098,5.636,11.0534,55.2951
2464,3d28b63a-b6d5-48bf-9070-3fb6815ad6b7,FA,2020-03-06T17:08:30,1.0,5.101,5.633,11.0497,55.3003
2465,b486606f-632a-4fdc-9f37-3dd0143eff55,FA,2020-03-06T17:09:30,1.0,5.101,5.626,11.0462,55.3057
2466,5aa7b8d1-4f90-41cb-a3d4-98eed085326e,FA,2020-03-06T17:10:30,1.0,5.105,5.643,11.0438,55.3111
2467,0b81523c-b073-425b-9b44-06112f09720c,FA,2020-03-06T17:11:30,1.0,5.102,5.6370000000000005,11.0424,55.3166
2468,6a5da3da-a598-4cad-a466-e695d592f68b,FA,2020-03-06T17:12:30,1.0,5.098,5.643,11.0418,55.322
2469,d6eaf7e5-17e1-4d31-9a5c-c7ce5cf54396,FA,2020-03-06T17:13:31,1.0,5.094,5.644,11.0416,55.3274
2470,b5a26fd1-c835-4832-89c4-b47f2b0eea7b,FA,2020-03-06T17:14:31,1.0,5.096,5.638,11.0415,55.3328
2471,1fd1be11-646a-4840-a489-7a228c5907f4,FA,2020-03-06T17:15:31,1.0,5.091,5.64,11.0413,55.3383
2472,9f045e59-d0d8-4398-a334-a65780116713,FA,2020-03-06T17:16:31,1.0,5.094,5.6370000000000005,11.0412,55.344
2473,73f23c1d-69e6-4bba-8b72-a93e25bbb60f,FA,2020-03-06T17:17:31,1.0,5.096,5.634,11.0411,55.3496
2474,47523c14-3453-418d-8810-be174350e690,FA,2020-03-06T17:18:31,1.0,5.096,5.632,11.0407,55.3554
2475,33a0d2e2-6a2d-4aad-9e5d-ecf316a8b63d,FA,2020-03-06T17:19:31,1.0,5.092,5.633,11.04,55.3612
2476,c03d26b3-5c42-49d8-a0f6-ec2f6a2c22dc,FA,2020-03-06T17:20:31,1.0,5.089,5.63,11.0394,55.3671
2477,7789cf6f-f1ce-4f1f-a218-c17a2db87db1,FA,2020-03-06T17:21:31,1.0,5.088,5.627,11.0377,55.3729
2478,cf8397ae-d10a-4d93-bc90-7fb3d1d2bd5b,FA,2020-03-06T17:22:32,1.0,5.087,5.627,11.0349,55.3785
2479,5f020ecc-e51a-4b8b-af38-634c51256778,FA,2020-03-06T17:23:32,1.0,5.086,5.627,11.0312,55.384
2480,6014a367-9482-4360-8ae6-572b4c6f8cb7,FA,2020-03-06T17:24:32,1.0,5.086,5.628,11.0264,55.3892
2481,8099c523-be22-4bb7-a8b2-26859efd10a0,FA,2020-03-06T17:25:32,1.0,5.087,5.624,11.0209,55.3941
2482,5bf0850b-08a9-44e9-adea-9d05d00a2d2f,FA,2020-03-06T17:26:32,1.0,5.098,5.624,11.0151,55.3989
2483,f0117c50-247b-470d-a31c-330d6c8f20d1,FA,2020-03-06T17:27:32,1.0,5.101,5.628,11.0089,55.4037
2484,af1d94f5-4aad-415a-9bc7-9f8921c7cdba,FA,2020-03-06T17:28:32,1.0,5.06,5.63,11.0026,55.4082
2485,e2457ff9-79e8-424c-a52b-6c887d53149f,FA,2020-03-06T17:29:32,1.0,5.052,5.635,10.9966,55.4127
2486,39f2cc6e-a8bc-4724-afee-c9f39a4432b8,FA,2020-03-06T17:30:32,1.0,5.053,5.632,10.9907,55.417
2487,51810fb5-e45c-40ec-9888-a6c2ed398934,FA,2020-03-06T17:31:33,1.0,5.055,5.618,10.9849,55.4213
2488,83fbcbf5-f967-4c4a-ab69-35c82bbd59e1,FA,2020-03-06T17:32:33,1.0,5.05,5.61,10.9793,55.4256
2489,641d5481-6309-406d-b8d4-5cddf77e84b9,FA,2020-03-06T17:33:33,1.0,5.051,5.612,10.9739,55.4299
2490,20399be2-2b81-4cc0-8204-7429ca15cf99,FA,2020-03-06T17:34:33,1.0,5.042,5.595,10.9685,55.4342
2491,9d5d6f0d-c1c4-48e3-a941-dbe6c81df2d1,FA,2020-03-06T17:35:33,1.0,5.034,5.58,10.9633,55.4385
2492,9fdbb824-ed24-4d2f-836d-cd6d65e3c07f,FA,2020-03-06T17:36:33,1.0,5.031,5.589,10.9582,55.4428
2493,e1b56979-d70f-44bc-b91d-d3a56532efa0,FA,2020-03-06T17:37:33,1.0,5.049,5.586,10.9533,55.4471
2494,5c29c2d9-a322-40e7-9700-303dd0eaff2c,FA,2020-03-06T17:38:33,1.0,5.052,5.574,10.9482,55.4513
2495,d5e0cc7e-31a9-49de-bc02-c33212404714,FA,2020-03-06T17:39:33,1.0,5.051,5.584,10.943,55.4555
2496,bcdbf866-c07b-4a73-bedd-dc4a89f46432,FA,2020-03-06T17:40:34,1.0,5.048,5.585,10.938,55.4598
2497,f09fd4ea-5f5d-4707-bfed-9d9600fe4b15,FA,2020-03-06T17:41:34,1.0,5.048,5.605,10.9328,55.4642
2498,7ce9acda-53f0-4e21-9ee2-176f3cff8348,FA,2020-03-06T17:42:34,1.0,5.045,5.6,10.9276,55.4685
2499,ed46d7ba-010f-46d5-a243-71841029848f,FA,2020-03-06T17:43:34,1.0,5.039,5.588,10.9223,55.4729
2500,3426a133-41e0-43ec-b1b1-36e0bc41d452,FA,2020-03-06T17:44:34,1.0,5.039,5.601,10.917,55.4772
2501,be93d60d-29ef-4f1a-9e1b-9e632ed056a4,FA,2020-03-06T17:45:34,1.0,5.02,5.588,10.9117,55.4816
2502,87c8cf13-8a53-4640-aacb-c9d77ec3b648,FA,2020-03-06T17:46:34,1.0,5.015,5.588,10.9065,55.486
2503,f1afa90c-4e09-4b32-88e6-647694b6b930,FA,2020-03-06T17:47:34,1.0,5.009,5.58,10.9012,55.4904
2504,8885899e-d713-46f7-87ca-eb9ac1d38422,FA,2020-03-06T17:48:34,1.0,4.996,5.578,10.8958,55.4949
2505,9d229a01-a421-4762-a745-678ffb32f999,FA,2020-03-06T17:49:35,1.0,4.987,5.575,10.8904,55.4994
2506,3e29a9d7-dbf6-4682-a17a-c2c35230da73,FA,2020-03-06T17:50:35,1.0,4.97,5.579,10.8851,55.5038
2507,e549a6c1-f021-4106-b1b2-e2aa646e30eb,FA,2020-03-06T17:51:35,1.0,4.941,5.562,10.8797,55.5082
2508,6b904c99-553f-481f-8db7-7ac3dab270b5,FA,2020-03-06T17:52:35,1.0,4.9719999999999995,5.548,10.875,55.5129
2509,35be4d2a-4780-4516-841a-b01aaa35a0cd,FA,2020-03-06T17:53:35,1.0,4.977,5.536,10.8712,55.5177
2510,87ea7047-da0d-4ae5-a22d-b1bd08bd6578,FA,2020-03-06T17:54:35,1.0,4.976,5.535,10.8676,55.5227
2511,6be34b74-aa07-45d5-bab1-06c19627196a,FA,2020-03-06T17:55:35,1.0,4.975,5.531,10.8638,55.5276
2512,6609a764-a1a6-4566-b0d3-b28435cf9e22,FA,2020-03-06T17:56:35,1.0,4.984,5.533,10.8602,55.5326
2513,e80c4742-354b-4faa-9565-2067438ae154,FA,2020-03-06T17:57:35,1.0,4.981,5.527,10.8565,55.5376
2514,7ba37566-eeca-4e23-a865-9b4464bf25a5,FA,2020-03-06T17:58:36,1.0,4.979,5.532,10.8529,55.5427
2515,bf095958-32fd-48d7-b09e-9b08f9d0c75d,FA,2020-03-06T17:59:36,1.0,4.971,5.534,10.8493,55.5477
2516,b4f9e3c9-5f14-4f1b-9322-f10cc4f3fb1c,FA,2020-03-06T18:00:36,1.0,4.974,5.53,10.8455,55.5529
2517,ebc65ab2-5072-40db-a2a0-34a19db9a169,FA,2020-03-06T18:01:36,1.0,4.967,5.527,10.8418,55.558
2518,69a2a819-2c69-4645-bcfa-a67e895c47f8,FA,2020-03-06T18:02:36,1.0,4.963,5.53,10.8381,55.5631
2519,9308d140-9d51-418d-9220-b34c762e43c3,FA,2020-03-06T18:03:36,1.0,4.959,5.525,10.8342,55.5684
2520,89cc9b39-e557-47bd-becb-018bc3ab438d,FA,2020-03-06T18:04:36,1.0,4.964,5.5280000000000005,10.8303,55.5736
2521,79dfece8-8b1f-4c90-b507-477f5d747946,FA,2020-03-06T18:05:36,1.0,4.969,5.511,10.8264,55.5788
2522,af9365aa-ebf7-43a7-808c-cd50edb3b205,FA,2020-03-06T18:06:37,1.0,4.976,5.511,10.8226,55.5839
2523,bb65b647-52cb-4c18-b855-f5e2cd9da6a8,FA,2020-03-06T18:07:37,1.0,4.98,5.517,10.8187,55.5891
2524,908a1aee-ec4f-4bc6-81f9-b64ea9c1dc4d,FA,2020-03-06T18:08:37,1.0,4.985,5.517,10.815,55.5943
2525,1581d3ba-215c-4565-b577-5eb41eaca1ce,FA,2020-03-06T18:09:37,1.0,4.977,5.533,10.8115,55.5995
2526,b9572233-ac27-4fdf-994e-f294fdaa02ab,FA,2020-03-06T18:10:37,1.0,4.979,5.561,10.8079,55.6047
2527,a52ed91f-5505-44e1-af48-68230060fe02,FA,2020-03-06T18:11:37,1.0,4.977,5.543,10.8043,55.6098
2528,c30d2701-994c-4b4f-acec-2f9f048c208c,FA,2020-03-06T18:12:37,1.0,4.971,5.538,10.8007,55.615
2529,8acb296f-ef03-4e17-b120-8c7d7a10b7df,FA,2020-03-06T18:13:37,1.0,4.956,5.516,10.797,55.6201
2530,bf200052-39d2-424e-a6c6-8f7532c3724b,FA,2020-03-06T18:14:37,1.0,4.886,5.5280000000000005,10.7934,55.6253
2531,07326ecc-bec9-4538-81c3-87a6ee3a66f6,FA,2020-03-06T18:15:37,1.0,4.894,5.527,10.7898,55.6304
2532,56854ec3-61b3-48bc-81fe-4f79cc44c8c9,FA,2020-03-06T18:16:38,1.0,4.888,5.503,10.7867,55.6355
2533,9f135d58-5129-4ce4-8def-68a2d215a282,FA,2020-03-06T18:17:38,1.0,4.888,5.486,10.7844,55.6408
2534,a3757639-2611-491c-80b0-152b935b1c13,FA,2020-03-06T18:18:38,1.0,4.882,5.464,10.7831,55.6461
2535,12bf05da-ec6e-4bce-8359-701a9255ba1f,FA,2020-03-06T18:19:38,1.0,4.886,5.46,10.7827,55.6514
2536,b678a961-e6b9-4cfa-b110-5bcbbf69a5b1,FA,2020-03-06T18:20:38,1.0,4.894,5.451,10.7831,55.6566
2537,1e9624ab-edf4-430a-9965-65271d879fdc,FA,2020-03-06T18:21:38,1.0,4.885,5.461,10.7839,55.6618
2538,dd34be3d-140d-4d49-8f03-688b83a873ac,FA,2020-03-06T18:22:38,1.0,4.9,5.451,10.7847,55.667
2539,c3ad14e3-3d77-49bf-b856-2709b06cf48d,FA,2020-03-06T18:23:38,1.0,4.917,5.448,10.7857,55.6721
2540,386e56c1-3283-4c92-a1fa-c9b0ae6ce2d5,FA,2020-03-06T18:24:39,1.0,4.927,5.485,10.7868,55.6772
2541,094a49fc-67bc-4236-8bbc-c9b171ea24a6,FA,2020-03-06T18:25:39,1.0,4.92,5.468,10.7879,55.6824
2542,d765b9ff-5b7f-4ecb-8365-a75cc39f8ea1,FA,2020-03-06T18:26:39,1.0,4.909,5.46,10.789,55.6875
2543,b461d031-cc03-4c85-a141-bfc889f59a7c,FA,2020-03-06T18:27:39,1.0,4.907,5.465,10.7902,55.6926
2544,85402dcc-4d92-48a3-a531-0205a45c6e60,FA,2020-03-06T18:28:39,1.0,4.908,5.458,10.7913,55.6978
2545,e23ce78c-7f0d-4211-88fa-1056db90f7d3,FA,2020-03-06T18:29:39,1.0,4.899,5.475,10.7926,55.7029
2546,b1dfddda-711b-4c5c-bf44-737f5808723d,FA,2020-03-06T18:30:39,1.0,4.9030000000000005,5.47,10.794,55.7081
2547,b40987f7-55e9-436a-b39e-2bcaba9b65dd,FA,2020-03-06T18:31:39,1.0,4.901,5.47,10.7956,55.7133
2548,44d761c2-3bb6-42b4-bf58-3154e95912f1,FA,2020-03-06T18:32:39,1.0,4.9,5.457,10.7972,55.7184
2549,e1462464-6a90-4939-aef2-de6e95bd2249,FA,2020-03-06T18:33:40,1.0,4.896,5.46,10.7988,55.7236
2550,df2c395d-52a0-4ab4-af22-8dc525916ed0,FA,2020-03-06T18:34:40,1.0,4.896,5.447,10.8004,55.7289
2551,a5d6d6f8-1c8a-417a-9d9b-bab05b1c5cd3,FA,2020-03-06T18:35:40,1.0,4.874,5.451,10.8022,55.734
2552,f91d9869-adab-467c-851a-ef9e47d726a4,FA,2020-03-06T18:36:40,1.0,4.897,5.454,10.804,55.7392
2553,99251216-263a-4cbd-8736-e0f07f11f348,FA,2020-03-06T18:37:40,1.0,4.899,5.451,10.8057,55.7445
2554,4bb32e4f-12d4-4e80-8786-8a5ca23711a7,FA,2020-03-06T18:38:40,1.0,4.884,5.45,10.8073,55.7495
2555,66e6cb86-8573-43da-aae6-6fd5d3a61c04,FA,2020-03-06T18:39:40,1.0,4.886,5.457,10.808,55.7548
2556,d593acae-de54-4c33-acbb-744d1457886c,FA,2020-03-06T18:40:40,1.0,4.872,5.448,10.8084,55.76
2557,f94475a0-ecb3-4de1-8ae0-ee28f0f0f156,FA,2020-03-06T18:41:40,1.0,4.874,5.457,10.8088,55.7652
2558,39110142-9ce5-4912-ac0f-f5e15cc22fbf,FA,2020-03-06T18:42:41,1.0,4.874,5.449,10.809,55.7705
2559,16676aae-a451-48c5-835e-ca4548e71148,FA,2020-03-06T18:43:41,1.0,4.873,5.443,10.8093,55.7757
2560,322c0d10-fd24-4cf8-890f-5090be48e150,FA,2020-03-06T18:44:41,1.0,4.876,5.451,10.81,55.7809
2561,901d1d0e-6eaf-4354-b008-1b1512cbda9e,FA,2020-03-06T18:45:41,1.0,4.874,5.453,10.811,55.7861
2562,8ce14270-2c76-4c59-8efb-d6ca8220af92,FA,2020-03-06T18:46:41,1.0,4.883,5.449,10.812100000000001,55.7914
2563,72173e94-913a-4e75-a109-2425060d3153,FA,2020-03-06T18:47:41,1.0,4.874,5.443,10.8134,55.7966
2564,64d37d98-8143-48cd-bb25-aa755aa2d9b0,FA,2020-03-06T18:48:41,1.0,4.879,5.451,10.8151,55.8017
2565,72cc2fc3-a444-4780-b044-37220d160a8d,FA,2020-03-06T18:49:41,1.0,4.876,5.46,10.8169,55.8069
2566,e7455a0e-1977-44b2-9f6d-28b32e73285f,FA,2020-03-06T18:50:42,1.0,4.862,5.453,10.8194,55.8119
2567,51e9f260-f3af-4d57-9b66-9d9bcf404bfb,FA,2020-03-06T18:51:42,1.0,4.86,5.458,10.8226,55.8168
2568,7df6a8c0-11ee-4919-aaf7-15ed902147df,FA,2020-03-06T18:52:42,1.0,4.866,5.442,10.8259,55.8217
2569,ac6a9dd6-62d3-43a1-91d3-6618c628436b,FA,2020-03-06T18:53:42,1.0,4.86,5.43,10.8294,55.8267
2570,06fd3f2c-a9df-413e-be93-d11f3db0e5cd,FA,2020-03-06T18:54:42,1.0,4.8629999999999995,5.431,10.8334,55.8313
2571,62f0e8e2-1ff3-4124-98f9-a655715a17d8,FA,2020-03-06T18:55:42,1.0,4.875,5.429,10.8384,55.8357
2572,ce95c179-6bb1-4516-a06e-bda60341e59f,FA,2020-03-06T18:56:42,1.0,4.9030000000000005,5.422,10.8439,55.8398
2573,3abbe204-2d98-4bf6-9eef-fafaf7ae8442,FA,2020-03-06T18:57:42,1.0,4.902,5.425,10.8495,55.8436
2574,98cd2071-0f1d-4a8f-b435-1d0de27557b7,FA,2020-03-06T18:58:42,1.0,4.883,5.445,10.8551,55.8474
2575,bdfe60d8-a723-4eb0-a247-26b061d24093,FA,2020-03-06T18:59:43,1.0,4.888,5.452,10.8607,55.8513
2576,f9cfbe00-db95-447e-9acc-5f01a53c8d3b,FA,2020-03-06T19:00:43,1.0,4.893,5.454,10.8664,55.8552
2577,b8c4dde0-377d-4a34-a8ab-6309f0c5a7f1,FA,2020-03-06T19:01:43,1.0,4.912,5.436,10.872,55.8591
2578,4a838453-360f-4271-8e8e-ec9a9d3202d2,FA,2020-03-06T19:02:43,1.0,4.905,5.446,10.8777,55.863
2579,d9129842-27fe-401a-9079-a0dadc023a4e,FA,2020-03-06T19:03:43,1.0,4.9,5.469,10.8834,55.8669
2580,cbc72e1b-f0db-4427-839d-e51f5c11a249,FA,2020-03-06T19:04:43,1.0,4.905,5.463,10.8892,55.8708
2581,578c251a-e0e5-4c85-b48a-09a2fadef447,FA,2020-03-06T19:05:43,1.0,4.917,5.464,10.895,55.8748
2582,26abe10f-e732-42b9-bbce-9a8e17c71599,FA,2020-03-06T19:06:43,1.0,4.909,5.459,10.9007,55.8786
2583,08044c1d-ae67-4eb2-9484-c0a25f4bb2dd,FA,2020-03-06T19:07:43,1.0,4.879,5.465,10.9063,55.8823
2584,1da84749-67d0-4a2c-8bcf-e866c4c10967,FA,2020-03-06T19:08:43,1.0,4.891,5.461,10.912,55.8862
2585,d6f78bd7-f2a5-410b-b9f1-931390c518b7,FA,2020-03-06T19:09:44,1.0,4.8870000000000005,5.486,10.9177,55.89
2586,e351e3e1-221a-4847-943b-58e35a172162,FA,2020-03-06T19:10:44,1.0,4.896,5.447,10.9233,55.8938
2587,e032cd4c-dad6-4527-b088-8f45d20a8e41,FA,2020-03-06T19:11:44,1.0,4.901,5.435,10.9291,55.8976
