slNo,signal_id,platform_code,datetime,pumpStatus,inletTemp,ctdTemp,longitude,latitude
513,42e5bbce-c078-4fab-9cc5-8ab8f2af64ec,FA,2020-03-05T08:33:48,1.0,3.458,3.6310000000000002,10.6642,59.8835
514,f9bfc3c5-769e-45fd-ae97-a4298c98a402,FA,2020-03-05T08:34:48,1.0,3.555,3.723,10.6694,59.8859
515,b47b6b69-fbca-4586-9e90-404de0440a3b,FA,2020-03-05T08:35:49,1.0,3.637,3.842,10.674,59.888
516,00a3f2b5-30d4-49ed-8621-9bb4e9267ebd,FA,2020-03-05T08:36:49,1.0,3.6310000000000002,3.976,10.678,59.8898
517,eac17174-8948-4fc2-ac8d-c78f6ea2072e,FA,2020-03-05T08:37:49,1.0,3.461,4.063,10.6821,59.8913
518,1c337a38-3ec5-4d95-a49e-e701a94e49a6,FA,2020-03-05T08:38:49,1.0,3.545,4.114,10.6862,59.8927
519,5de071d3-e125-482a-8a83-c492ddfe468a,FA,2020-03-05T08:39:49,1.0,3.6390000000000002,4.095,10.6902,59.894
520,2fe51f47-76ec-4f6a-b1f9-ea1c34678152,FA,2020-03-05T08:40:49,1.0,3.535,4.118,10.6942,59.8953
521,befe3702-c256-4aeb-81ce-f3e70b88be2d,FA,2020-03-05T08:41:49,1.0,3.621,4.138,10.6982,59.8966
522,49456792-cbcc-44a1-824c-e89337ff0365,FA,2020-03-05T08:42:49,1.0,3.5869999999999997,4.107,10.7019,59.898
523,3febd2bd-1c33-4ecf-a554-49c8408485f8,FA,2020-03-05T08:43:49,1.0,3.5460000000000003,4.117,10.7042,59.8998
785,32d950a9-c0d3-45b7-be67-57f40bc3e0a8,FA,2020-03-05T13:06:19,1.0,4.101,14.437,10.7023,59.8989
786,dbbd5b47-b608-4aea-846d-cc01b27bb40e,FA,2020-03-05T13:07:20,1.0,3.983,14.983,10.6979,59.8971
787,60b8f57e-efda-4037-93f9-9a2ddb4a9604,FA,2020-03-05T13:08:20,1.0,3.851,11.462,10.6928,59.8952
788,d7e8589b-fb5a-4a6f-9852-c8e8b940428e,FA,2020-03-05T13:09:20,1.0,3.8120000000000003,8.892,10.6869,59.8932
789,52917bf3-3d1b-4ab8-b273-9412c8ccf7ae,FA,2020-03-05T13:10:20,1.0,3.851,7.27,10.6813,59.8912
790,01518065-6b0d-40ad-860c-268a15948cb8,FA,2020-03-05T13:11:20,1.0,3.843,6.291,10.6755,59.8888
791,12ec3ffe-f1ed-4b42-8b23-3810cb980480,FA,2020-03-05T13:12:20,1.0,3.483,5.716,10.668800000000001,59.886
792,13f96a5d-57c5-4462-8c75-c799a27b42c2,FA,2020-03-05T13:13:20,1.0,3.292,5.337,10.6616,59.8829
793,59b42332-2c3c-4ea2-858a-6d8f2c0fd442,FA,2020-03-05T13:14:20,1.0,3.492,5.226,10.654,59.8796
794,fcaa4a9e-b333-4ec0-a1f4-c9cc41013ae7,FA,2020-03-05T13:15:21,1.0,3.431,4.554,10.6461,59.8761
795,c71be5be-32a4-4601-90f2-9d4955b1d07f,FA,2020-03-05T13:16:21,1.0,3.359,4.367,10.6388,59.8721
796,626ebda9-74e0-4b18-91d0-28e4ca197929,FA,2020-03-05T13:17:21,1.0,3.363,4.335,10.6324,59.8678
797,991f30a7-f3e5-471d-bba6-9cc81dad1c3f,FA,2020-03-05T13:18:21,1.0,3.482,4.29,10.6271,59.8631
798,80f987cc-4f3f-448c-b07d-6c398dd1f541,FA,2020-03-05T13:19:21,1.0,3.615,4.245,10.6221,59.8582
799,5b29de52-6c1a-4667-9472-6a1aef010099,FA,2020-03-05T13:20:21,1.0,3.419,4.243,10.6172,59.8534
800,1197d94e-40e8-4840-b533-323b7655674e,FA,2020-03-05T13:21:21,1.0,3.319,4.274,10.6125,59.8487
801,a1f7f6bc-4815-416f-8037-6c185cd28c82,FA,2020-03-05T13:22:21,1.0,3.376,4.227,10.6078,59.8441
802,6421a2e7-49bb-4e38-8779-ea87f9569039,FA,2020-03-05T13:23:21,1.0,3.568,4.155,10.6031,59.8395
803,396ead1f-9d42-4ec7-a2f5-0d72a77b47d8,FA,2020-03-05T13:24:22,1.0,3.533,4.163,10.5984,59.8348
804,182d4c72-0983-470e-b14b-0116f0563c84,FA,2020-03-05T13:25:22,1.0,3.465,4.201,10.5936,59.8301
805,288d8b6d-5385-4a6d-bf69-f0e2c8efc820,FA,2020-03-05T13:26:22,1.0,3.658,4.238,10.588799999999999,59.8253
806,6e9f0837-0ca0-4483-825b-726855c45e62,FA,2020-03-05T13:27:22,1.0,3.692,4.188,10.5847,59.8204
807,c056cd42-bdfd-4ea4-b963-5bb6a281fd3a,FA,2020-03-05T13:28:22,1.0,3.615,4.252,10.5808,59.8153
808,c8d66723-461a-46ac-bead-11dabb12c07d,FA,2020-03-05T13:29:22,1.0,3.487,4.267,10.5777,59.8101
809,341145f2-5169-456d-86a9-19971d807270,FA,2020-03-05T13:30:22,1.0,3.585,4.282,10.575,59.8049
810,5f13e0b9-bb71-4b5d-a0fb-657ee6f89472,FA,2020-03-05T13:31:22,1.0,3.565,4.233,10.5725,59.7996
811,496599ff-9369-457b-b0d9-8b8610e7bb27,FA,2020-03-05T13:32:22,1.0,3.414,4.22,10.5703,59.7943
812,fc88bfbe-f2f8-42fa-9d5d-b92cd5d385a0,FA,2020-03-05T13:33:23,1.0,2.938,4.259,10.568200000000001,59.789
813,accaa706-a00e-40ce-b87d-094b91fea230,FA,2020-03-05T13:34:23,1.0,2.61,4.24,10.5661,59.7837
814,6d6b3363-f2c0-40bc-9233-02ba5a088317,FA,2020-03-05T13:35:23,1.0,2.924,4.131,10.564,59.7784
815,ef6c9253-08f9-475e-b28f-695885151064,FA,2020-03-05T13:36:23,1.0,3.149,3.779,10.5616,59.7732
816,07ee67b2-aaf2-4996-85d7-25229c3be087,FA,2020-03-05T13:37:23,1.0,3.343,3.545,10.5592,59.7679
817,ad7e4eab-4226-4132-9c8e-7fcd6d153aa6,FA,2020-03-05T13:38:23,1.0,3.292,3.69,10.5566,59.7626
818,1edd2c0c-3232-4931-92c3-225288c069bf,FA,2020-03-05T13:39:23,1.0,3.367,3.822,10.5541,59.7574
819,e620579a-105a-4115-814b-6b7b900dc664,FA,2020-03-05T13:40:23,1.0,3.479,3.877,10.5523,59.752
820,d902df69-1712-4bd3-a4ec-7f586ffe64fa,FA,2020-03-05T13:41:24,1.0,3.274,3.936,10.5518,59.7467
821,460d6376-4e4a-41cd-af26-94125c46b27a,FA,2020-03-05T13:42:24,1.0,3.414,4.001,10.5519,59.7413
822,9777d955-11b5-4f2d-a3ff-6b6b7477d59e,FA,2020-03-05T13:43:24,1.0,3.366,3.93,10.5544,59.7361
823,255dc4ad-ce0f-45da-be6b-92fb703d87b6,FA,2020-03-05T13:44:24,1.0,3.314,3.952,10.559,59.7316
824,287e6d03-d86e-474a-ae80-14fbd49c3e69,FA,2020-03-05T13:45:24,1.0,3.433,3.969,10.5642,59.7269
825,221c3393-3f53-4b68-abe3-fed7e74a3603,FA,2020-03-05T13:46:24,1.0,3.48,3.974,10.5694,59.7223
826,2faf3a5c-1128-405b-8324-73403c6bb64e,FA,2020-03-05T13:47:24,1.0,3.523,4.042,10.574,59.7176
827,ed19a6d3-6ec2-4b37-8891-e33b0a99bc07,FA,2020-03-05T13:48:24,1.0,3.814,4.071,10.5763,59.7126
828,5cb803df-25eb-4ecb-b7fd-15a9ec4f4255,FA,2020-03-05T13:49:25,1.0,3.615,4.103,10.5785,59.7074
829,4cedf083-220c-4f29-9b2e-2c01e353c67b,FA,2020-03-05T13:50:25,1.0,3.6310000000000002,4.195,10.5825,59.7026
830,11c92f73-526f-433b-aaf9-e363519713ba,FA,2020-03-05T13:51:25,1.0,3.572,4.21,10.5871,59.6979
831,686b725d-f9c6-42ac-aee3-3d4c282effaf,FA,2020-03-05T13:52:25,1.0,3.532,4.214,10.5928,59.6936
832,5e12aab4-bdcd-4d95-9a44-23c8731d3f14,FA,2020-03-05T13:53:25,1.0,3.673,4.196,10.598700000000001,59.6893
833,93fdebc7-040e-4fde-a138-0ecaf96259c6,FA,2020-03-05T13:54:25,1.0,4.28,4.152,10.6038,59.6854
834,429856b1-ff3c-45b9-b1bb-496a915666f9,FA,2020-03-05T13:55:25,1.0,4.499,4.258,10.608,59.6822
835,c3698336-f737-4c2a-b6c6-9ff0cc66467b,FA,2020-03-05T13:56:25,1.0,4.729,4.424,10.6112,59.6793
836,9815c805-8745-4687-bc30-3367e1b53e54,FA,2020-03-05T13:57:26,1.0,4.587,4.665,10.6128,59.6763
837,ed00baa9-171c-418d-a4b5-99a5b7e95c22,FA,2020-03-05T13:58:26,1.0,4.604,4.8870000000000005,10.6139,59.6732
838,c36b3037-749c-4c38-be33-8d0f482105e1,FA,2020-03-05T13:59:26,1.0,4.301,5.0,10.6151,59.6699
839,4f69dd28-189d-4400-96ad-05049fbb00ce,FA,2020-03-05T14:00:26,1.0,4.115,5.065,10.6163,59.6665
840,8d23d125-e8da-46f3-bb35-c93ab67bbb57,FA,2020-03-05T14:01:26,1.0,4.493,5.09,10.6172,59.6629
841,c41d1963-1106-4bdd-9ad1-7215db38dc90,FA,2020-03-05T14:02:26,1.0,4.515,4.9190000000000005,10.6178,59.6593
842,51099448-2bb3-4e6b-9662-82741c95df18,FA,2020-03-05T14:03:26,1.0,4.7059999999999995,4.925,10.6184,59.6554
843,7b8c8d00-fd61-42ae-9b86-be2b384f7d27,FA,2020-03-05T14:04:26,1.0,4.5760000000000005,4.986,10.6191,59.6513
844,eb91fad0-9a76-4276-ae59-89d5b50fcb5d,FA,2020-03-05T14:05:26,1.0,4.477,5.078,10.6196,59.6468
845,71a07197-6683-4333-a099-665e07a48922,FA,2020-03-05T14:06:27,1.0,4.504,5.105,10.6204,59.6419
846,b91e4679-1d6d-4cbe-9eb6-9362efab3222,FA,2020-03-05T14:07:27,1.0,4.49,5.116,10.6212,59.6367
847,55abdafe-7895-4405-b626-64f666c62ccf,FA,2020-03-05T14:08:27,1.0,4.345,5.053,10.6222,59.6312
848,536729e8-6df2-4b1b-80e0-bd63d2738574,FA,2020-03-05T14:09:27,1.0,4.382,5.03,10.6231,59.6256
849,feeb3ca7-664e-480c-975b-69d3125f883e,FA,2020-03-05T14:10:27,1.0,4.298,4.986,10.6241,59.6199
850,2313694f-597b-46e6-aba0-5355dcddc6c5,FA,2020-03-05T14:11:27,1.0,4.313,4.945,10.625,59.6142
851,b0bbf502-2e9d-44ed-9bfa-1181be2e70d3,FA,2020-03-05T14:12:27,1.0,4.294,4.916,10.626,59.6085
852,1f7a8968-663f-4e2d-b964-fd44e86733b1,FA,2020-03-05T14:13:27,1.0,4.219,4.882,10.6271,59.6029
853,9ebd1fe7-f26d-47ad-b5de-445e79737821,FA,2020-03-05T14:14:27,1.0,4.233,4.878,10.6282,59.5973
854,894d9ff4-5786-4942-8fd2-3b949c2b2b6b,FA,2020-03-05T14:15:28,1.0,4.18,4.892,10.6294,59.5916
855,ada6c352-f27e-40aa-bc66-680bf72a4cf5,FA,2020-03-05T14:16:28,1.0,4.134,4.869,10.6301,59.5859
856,a001b7d1-3675-4e6c-8d57-e729440420c7,FA,2020-03-05T14:17:28,1.0,4.189,4.819,10.6298,59.5801
857,2d543c7a-aaed-4209-b751-b0059f089641,FA,2020-03-05T14:18:28,1.0,4.25,4.759,10.6287,59.5744
858,2033f12a-af7e-4afb-9280-d9195695fe7d,FA,2020-03-05T14:19:28,1.0,4.322,4.765,10.6266,59.5688
859,4f51f1e7-a212-4f65-a051-fcfe12bcf831,FA,2020-03-05T14:20:28,1.0,4.265,4.805,10.6235,59.5632
860,417e48fd-8a0d-4323-a6ed-5baee739e6d7,FA,2020-03-05T14:21:28,1.0,4.111,4.84,10.6194,59.5578
861,75617b72-f43b-471a-81a6-e309b9bc1e8c,FA,2020-03-05T14:22:28,1.0,4.158,4.832,10.6146,59.5525
862,ea4ca8a8-163b-4eb9-88cf-f1879a6efaad,FA,2020-03-05T14:23:28,1.0,4.081,4.782,10.6095,59.5473
863,4d0e874b-bb11-4cec-b9f9-de7dd9b1a717,FA,2020-03-05T14:24:29,1.0,4.36,4.785,10.6044,59.5421
864,3df3e120-6413-4907-b5c1-8b9cdcf63864,FA,2020-03-05T14:25:29,1.0,4.21,4.752,10.5994,59.5368
865,ca7a694b-16f9-4230-a099-f75d48ebd52a,FA,2020-03-05T14:26:29,1.0,4.234,4.811,10.5944,59.5315
866,d82e3729-f5c2-49cb-b19f-53062c29e3e6,FA,2020-03-05T14:27:29,1.0,4.44,4.829,10.5893,59.5262
867,91a92e0b-dd6f-4371-bbb0-2f546143fcaf,FA,2020-03-05T14:28:29,1.0,4.322,4.785,10.5842,59.5208
868,bb07df54-a6fa-4d29-b4a8-d95559288e1b,FA,2020-03-05T14:29:29,1.0,4.401,4.86,10.5797,59.5153
869,224f8cb9-717d-4760-8e95-6af21aa83b1c,FA,2020-03-05T14:30:29,1.0,4.392,4.882,10.5762,59.5097
870,95d38acb-1a35-41eb-9c8a-63a49bb813ec,FA,2020-03-05T14:31:29,1.0,4.376,4.905,10.5736,59.5039
871,f0cac21f-caf2-4026-ab79-ce561262bd28,FA,2020-03-05T14:32:30,1.0,4.176,4.916,10.5711,59.4981
872,d6771cdb-6cae-47a9-9989-504ca5e0ba98,FA,2020-03-05T14:33:30,1.0,4.509,4.8870000000000005,10.5688,59.4923
873,262a33c9-6310-4270-9b84-0b11e17925d0,FA,2020-03-05T14:34:30,1.0,4.536,4.917,10.5663,59.4865
874,6f67ad6f-644c-48a2-a504-f3d499db938a,FA,2020-03-05T14:35:30,1.0,4.54,4.957,10.564,59.4806
875,a8548f64-f202-4f81-a9d9-581549fc23b2,FA,2020-03-05T14:36:30,1.0,4.463,5.018,10.5616,59.4747
876,193f495d-7ae7-487f-b3fb-3c05612f9741,FA,2020-03-05T14:37:30,1.0,4.43,5.071,10.5592,59.4688
877,35451166-0997-48f0-b706-3dcb6ea3ac55,FA,2020-03-05T14:38:30,1.0,4.474,5.028,10.5568,59.463
878,5dbc492d-4572-414b-ad15-f784e3b8c407,FA,2020-03-05T14:39:30,1.0,4.172,5.043,10.5548,59.4571
879,00136b72-7e0f-4aec-9f8a-97aabe60a08a,FA,2020-03-05T14:40:30,1.0,4.025,5.082,10.5532,59.4512
880,d65ea45a-8693-4e63-ad11-28b104d69292,FA,2020-03-05T14:41:31,1.0,3.862,4.998,10.552,59.4453
881,648f2aa3-ca13-4c84-a93e-a934cd4dbd56,FA,2020-03-05T14:42:31,1.0,3.9,4.803,10.5515,59.4393
882,aa5deded-6e41-4f38-80e1-2c8a16f136cc,FA,2020-03-05T14:43:31,1.0,3.935,4.6850000000000005,10.5517,59.4331
883,3cc8c635-e4b9-45e6-8c4c-76f6f29b6e61,FA,2020-03-05T14:44:31,1.0,4.057,4.522,10.5524,59.4272
884,9dcf3520-e1fe-4a2b-acda-0bddaaa3a2e1,FA,2020-03-05T14:45:31,1.0,15.145,15.543,10.5535,59.4211
885,d9bb6059-04e8-4415-879c-5c985a6e6cd0,FA,2020-03-05T14:46:31,1.0,4.156,4.599,10.5547,59.415
886,a5ae96a4-fa6c-4cf3-b8b2-c0e27e3fec4e,FA,2020-03-05T14:47:31,1.0,4.225,4.6530000000000005,10.5564,59.4089
887,a296f288-b820-428f-a26c-ffe426d96088,FA,2020-03-05T14:48:31,1.0,4.301,4.679,10.558,59.4029
888,7531c5bb-a169-4e10-9e9e-bdc840678e83,FA,2020-03-05T14:49:32,1.0,4.313,4.721,10.5598,59.3968
889,0e990468-8191-4a3b-b1ff-8232649b7cfa,FA,2020-03-05T14:50:32,1.0,4.312,4.767,10.5615,59.3907
890,e1558f04-eecc-445d-9285-a5650cc56c51,FA,2020-03-05T14:51:32,1.0,4.255,4.776,10.5634,59.3847
891,69e2b59d-788e-479e-a47f-0fc7dea8b012,FA,2020-03-05T14:52:32,1.0,4.203,4.802,10.5654,59.3785
892,8bb1b87d-ea39-409c-9016-a70c27800d5f,FA,2020-03-05T14:53:32,1.0,4.142,4.808,10.5675,59.3726
893,d0376bb6-e884-458f-aae1-94e740103c4f,FA,2020-03-05T14:54:32,1.0,4.155,4.809,10.5696,59.3664
894,dbe635e4-eeb5-48ea-afed-78217e32a36d,FA,2020-03-05T14:55:32,1.0,4.13,4.825,10.5716,59.3604
895,06d680c6-8cfc-4680-b00a-9cf077cea57f,FA,2020-03-05T14:56:32,1.0,4.168,4.714,10.5737,59.3544
896,2bd03759-c13e-4f9f-9d38-9787c17832fb,FA,2020-03-05T14:57:32,1.0,4.122,4.7059999999999995,10.5757,59.3484
897,3ce1f13a-eb55-4998-b445-cad66bd4e2f0,FA,2020-03-05T14:58:32,1.0,4.18,4.73,10.5778,59.3425
898,47705823-b340-43b0-b454-a523373d3bae,FA,2020-03-05T14:59:33,1.0,4.162,4.707,10.5798,59.3366
899,daa0045d-e18e-48ed-bc20-315eed423d2b,FA,2020-03-05T15:00:33,1.0,4.201,4.716,10.5817,59.3307
900,39ac9509-54da-476b-a5e4-afc77068c515,FA,2020-03-05T15:01:33,1.0,4.169,4.741,10.5838,59.3246
901,c2fd7223-1b8d-4342-9ac1-efbb5354997a,FA,2020-03-05T15:02:33,1.0,4.163,4.759,10.5857,59.3188
902,166edfc2-fdef-4181-8f21-c74a7f19815c,FA,2020-03-05T15:03:33,1.0,4.139,4.751,10.5878,59.3127
903,760f0bb1-a110-4f49-a373-c20f47c581a9,FA,2020-03-05T15:04:33,1.0,4.126,4.734,10.59,59.3068
904,83aa5177-9f14-4272-8744-2dcbd9ae46d0,FA,2020-03-05T15:05:33,1.0,4.151,4.741,10.5919,59.3008
905,ff6ba937-1770-45cf-b96a-20116416e0d4,FA,2020-03-05T15:06:33,1.0,4.149,4.723,10.5939,59.2948
906,d020b679-a0c0-4d0c-a9eb-61323a2965ec,FA,2020-03-05T15:07:33,1.0,4.22,4.7010000000000005,10.5958,59.2889
907,ff492288-7460-40cb-bb0f-58c2bc46e242,FA,2020-03-05T15:08:34,1.0,4.207,4.7219999999999995,10.5977,59.2828
908,3f0b929e-7af5-4f8a-afbd-c4e170ffe5f2,FA,2020-03-05T15:09:34,1.0,4.269,4.754,10.5998,59.2769
909,c8ae92dc-80e8-4dbd-aced-2ab50f39efa0,FA,2020-03-05T15:10:34,1.0,4.257,-4.765,10.6016,59.2709
910,09fce370-fa94-47b7-948b-e562c682755c,FA,2020-03-05T15:11:34,1.0,4.248,4.793,10.6036,59.2648
911,37aba829-e690-4ce1-958f-9476c629fa7f,FA,2020-03-05T15:12:34,1.0,4.427,4.802,10.6057,59.2587
912,1d442ef9-7650-4f16-b3b5-b283c6d9b97a,FA,2020-03-05T15:13:34,1.0,4.564,4.814,10.6075,59.2527
913,18a9bcaa-51e5-4b88-bc3a-ea113d83e3e2,FA,2020-03-05T15:14:34,1.0,4.64,4.897,10.6095,59.2467
914,e2d3a956-8950-40b0-a0f2-4970768604be,FA,2020-03-05T15:15:34,1.0,4.536,4.976,10.6115,59.2407
915,1d7f52bb-1d6e-43ad-b179-182c8b27d03a,FA,2020-03-05T15:16:35,1.0,4.583,5.066,10.6133,59.2347
916,7acd124c-5fb0-4c8f-9d45-06e98bee20b5,FA,2020-03-05T15:17:35,1.0,4.459,5.113,10.6155,59.2287
917,778e366e-bdb4-490a-bc41-324e978141fb,FA,2020-03-05T15:18:35,1.0,4.446,5.107,10.6178,59.2228
918,28f0f105-eef2-4c84-8b14-975e1aa617e2,FA,2020-03-05T15:19:35,1.0,4.4,5.075,10.6198,59.2168
919,fd44db88-c597-40e7-ab31-5e7e33977933,FA,2020-03-05T15:20:35,1.0,4.127,5.07,10.622,59.2108
920,0eba6c9e-1e99-4e3a-8855-bc4c503c661f,FA,2020-03-05T15:21:35,1.0,4.1,5.081,10.6243,59.2048
921,4c608fa1-c4f3-408e-a28b-525a28cfa694,FA,2020-03-05T15:22:35,1.0,4.027,4.983,10.6264,59.1989
922,52fc8f69-8147-482a-a886-3e93f0a613a9,FA,2020-03-05T15:23:35,1.0,4.056,4.805,10.6286,59.1929
923,1d2fd8d0-94d4-4643-8d04-1545d57645fa,FA,2020-03-05T15:24:35,1.0,4.098,4.689,10.6308,59.1869
924,dae8b4b5-2479-41e0-a9de-9b2215f7dd97,FA,2020-03-05T15:25:36,1.0,4.142,4.705,10.6327,59.1809
925,8ea15485-3ae7-4c0a-89dd-afcf6207e43d,FA,2020-03-05T15:26:36,1.0,4.181,4.704,10.6348,59.1749
926,5825450f-2528-4f06-89de-2edf0aa0d987,FA,2020-03-05T15:27:36,1.0,4.17,4.679,10.6367,59.1689
927,2a1ffeb8-13b7-413e-8f9b-8a6eed1cb167,FA,2020-03-05T15:28:36,1.0,4.077,4.734,10.6387,59.163
928,d77a772c-9b34-4148-85f7-b7b30fe4a3e3,FA,2020-03-05T15:29:36,1.0,4.077,4.731,10.6407,59.1569
929,b6ccac48-9b07-4e66-9e04-6135f62914b9,FA,2020-03-05T15:30:36,1.0,4.07,4.691,10.6422,59.151
930,de4bb49f-486c-4967-b10a-8cbabdfd8770,FA,2020-03-05T15:31:36,1.0,4.13,4.67,10.644,59.1451
931,ab3d25e9-889a-4f44-910f-8b3736d50217,FA,2020-03-05T15:32:36,1.0,4.127,4.681,10.6457,59.1391
932,aedbde3b-06ec-429d-b8fe-edbd4986bc5d,FA,2020-03-05T15:33:36,1.0,4.237,4.697,10.6473,59.1331
933,caadbdbb-b25b-48c1-a455-c9d8c7b1f589,FA,2020-03-05T15:34:37,1.0,4.414,4.728,10.649000000000001,59.1272
934,2dc54853-13ba-43fc-98bd-371308b865f3,FA,2020-03-05T15:35:37,1.0,4.459,4.741,10.6504,59.1212
935,b2bd51e6-dde4-48d2-80dc-732c20436090,FA,2020-03-05T15:36:37,1.0,4.489,4.842,10.6521,59.1152
936,db449976-ceea-4253-93d9-663bbbd6cae7,FA,2020-03-05T15:37:37,1.0,4.487,4.923,10.6536,59.1094
937,6e261efd-033c-4289-adb7-375f88d4dc23,FA,2020-03-05T15:38:37,1.0,4.486,4.981,10.6552,59.1034
938,db77075f-a84f-467b-8b2c-a0dfe7e5c9af,FA,2020-03-05T15:39:37,1.0,4.486,5.004,10.6569,59.0974
939,5cdcdc32-73e6-4f1f-b8ff-f57faa48c884,FA,2020-03-05T15:40:37,1.0,4.491,5.017,10.6584,59.0915
940,fe3b87c5-acff-4d23-acf0-47d2b95b7613,FA,2020-03-05T15:41:37,1.0,4.327,5.03,10.6601,59.0856
941,00f6487e-6dab-438f-b166-5ec6fe039120,FA,2020-03-05T15:42:37,1.0,4.481,5.043,10.6617,59.0797
942,0835d3ef-648e-44e8-9997-af4d7bb86ace,FA,2020-03-05T15:43:38,1.0,4.4,5.002,10.6633,59.0737
943,f6722475-7825-4e21-a544-3625b668ac9a,FA,2020-03-05T15:44:38,1.0,4.317,5.011,10.665,59.0678
944,eeeaf483-e869-423c-b573-fd20a64fc924,FA,2020-03-05T15:45:38,1.0,4.477,4.983,10.6667,59.0618
945,69e5366d-a4f5-41e7-b908-992c36a3ca6b,FA,2020-03-05T15:46:38,1.0,4.443,4.944,10.6682,59.0559
946,ccb392c0-3d15-4dfc-9479-f98b8d4d037b,FA,2020-03-05T15:47:38,1.0,4.333,4.963,10.6701,59.0499
947,ee91e3e7-d930-4bfe-bf13-ac6c0849b7e4,FA,2020-03-05T15:48:38,1.0,4.43,4.989,10.6719,59.044
948,9a372447-2728-428e-abbb-29ebdbd703b1,FA,2020-03-05T15:49:38,1.0,4.448,5.007,10.6739,59.0381
949,fd9b9598-0612-4ca3-bb4d-f587e1074301,FA,2020-03-05T15:50:38,1.0,4.424,5.032,10.6758,59.0322
950,0930ea38-50f8-4d77-94b0-e2f39c4dd885,FA,2020-03-05T15:51:39,1.0,4.496,5.035,10.6774,59.0263
951,2f386449-dc0f-4389-9fb1-785ba0964da5,FA,2020-03-05T15:52:39,1.0,4.598,5.062,10.6794,59.0204
952,ff0a1b34-8a2c-4126-91c8-cb58afad3cdc,FA,2020-03-05T15:53:39,1.0,4.44,5.02,10.6812,59.0144
953,17d494a6-d091-49ee-aa69-526f4806cf1f,FA,2020-03-05T15:54:39,1.0,4.077,5.064,10.683,59.0084
954,8a8f3e0f-bb79-4788-90c8-e5737a25addd,FA,2020-03-05T15:55:39,1.0,4.382,5.085,10.6848,59.0025
955,ba22e10a-d72a-4604-ad45-5171111ace9c,FA,2020-03-05T15:56:39,1.0,4.286,4.991,10.6866,58.9966
956,dcbb8a88-7332-45bf-82db-fea00411688a,FA,2020-03-05T15:57:39,1.0,4.064,4.908,10.6884,58.9906
957,f6c8f933-f1b7-488f-9a4d-84359b8b67af,FA,2020-03-05T15:58:40,1.0,4.078,4.878,10.69,58.9847
958,a0a487a8-ac1f-46dd-9cfb-554a86c465e7,FA,2020-03-05T15:59:40,1.0,4.134,4.827,10.6916,58.9787
959,8d03d246-8df3-4750-86ed-3de4dc3ad5c2,FA,2020-03-05T16:00:40,1.0,4.111,4.764,10.6933,58.9728
960,e487db7f-acc1-44d8-9f84-71022404263d,FA,2020-03-05T16:01:40,1.0,4.145,4.78,10.695,58.9667
961,4469208f-2cb3-40da-bac6-e41ce86b9c72,FA,2020-03-05T16:02:40,1.0,4.198,4.76,10.6967,58.9607
962,52fbf98d-a230-4046-9697-0fda31f613d4,FA,2020-03-05T16:03:40,1.0,4.157,4.73,10.6985,58.9548
963,1b9441e9-ac25-4ffe-92b7-7b7c0deb3a31,FA,2020-03-05T16:04:40,1.0,4.19,4.757,10.7002,58.9488
964,c918d062-3f47-494c-9ec5-38db61935a19,FA,2020-03-05T16:05:40,1.0,4.245,4.768,10.702,58.9428
965,243a2eca-327b-47ae-b1d3-591ad90a1667,FA,2020-03-05T16:06:40,1.0,4.409,4.799,10.7039,58.9369
966,3e2ddb32-e3a0-468f-b5f0-daff76915cad,FA,2020-03-05T16:07:41,1.0,4.787,4.832,10.7058,58.9309
967,f5396054-9e5f-4e4a-9525-72f5cfc819bd,FA,2020-03-05T16:08:41,1.0,4.731,4.953,10.707699999999999,58.925
968,1794006f-6de3-41c5-b5ce-203d8a6c92b5,FA,2020-03-05T16:09:41,1.0,4.764,5.096,10.7097,58.9191
969,f7f602d3-70f6-4f22-ac24-d9f47fe0bc81,FA,2020-03-05T16:10:41,1.0,4.735,5.169,10.7116,58.913
970,2bb93108-1429-4d84-b6ec-27035987e02a,FA,2020-03-05T16:11:41,1.0,4.704,5.225,10.7135,58.9071
971,039db4c1-851a-4308-8614-db0795abfc03,FA,2020-03-05T16:12:41,1.0,4.668,5.249,10.7152,58.9012
972,97894658-313c-4aeb-bd1f-229890e7042e,FA,2020-03-05T16:13:41,1.0,4.668,5.249,10.717,58.8953
973,9f285ad7-e570-4066-9062-2f40ebbca18a,FA,2020-03-05T16:14:41,1.0,4.667,5.244,10.7188,58.8895
974,c5530043-0d28-420f-a7d2-d2995d9592f2,FA,2020-03-05T16:15:41,1.0,4.631,5.221,10.7205,58.8836
975,d278884a-fd2e-43d9-8f68-58b1709fa001,FA,2020-03-05T16:16:42,1.0,4.631,5.223,10.7222,58.8777
976,a2af4c41-5b24-46e1-aba0-b2eaf34ce423,FA,2020-03-05T16:17:42,1.0,4.646,5.219,10.7238,58.8718
977,dea8c1ea-cf98-4ad5-918b-e65f84bde663,FA,2020-03-05T16:18:42,1.0,4.603,5.202,10.7256,58.866
978,dbdf3ae9-0132-4a2f-802f-a81faff64c8f,FA,2020-03-05T16:19:42,1.0,4.621,5.2,10.7273,58.86
979,4a50df53-ec68-4aa1-9222-4fe2d7880110,FA,2020-03-05T16:20:42,1.0,4.648,5.202,10.7289,58.8542
980,32343c0d-6b45-473e-953c-8666ac19358d,FA,2020-03-05T16:21:42,1.0,4.626,5.203,10.7305,58.8483
